trasaction_type;goal;kind;number_rooms;number_bathrooms;number_parking_places;area;has_elevator;age;latitute;logitude;rent_value;sell_value
Aluguel;Comercial;loja;0;1;1;181;1;0;-18.950609;-48.297071;1805;0
Venda;Residencial;casa;2;1;1;100;1;1;-18.957666;-48.24256;0;572229
Aluguel;Comercial;galpão;0;3;4;181;1;9;-18.929043;-48.242918;1213;0
Aluguel;Residencial;casa de condomínio;2;3;2;185;1;7;-18.90039;-48.284295;2816;0
Aluguel;Comercial;galpão;0;2;3;212;1;0;-18.967048;-48.242716;2357;0
Aluguel;Comercial;galpão;0;1;4;146;1;0;-18.966762;-48.332573;1432;0
Venda;Comercial;sala comercial;0;2;4;125;1;8;-18.889413;-48.285677;0;306570
Aluguel;Residencial;casa de condomínio;1;2;2;133;0;5;-18.928664;-48.311416;2793;0
Aluguel;Residencial;apartamento;3;3;3;172;1;5;-18.921403;-48.261735;1510;0
Aluguel;Comercial;loja;0;3;3;175;1;9;-18.929763;-48.268283;2100;0
Aluguel;Residencial;casa;3;2;4;202;0;2;-18.956917;-48.328281;1277;0
Aluguel;Comercial;sala comercial;0;2;3;157;0;8;-18.954642;-48.308956;1138;0
Aluguel;Residencial;casa de condomínio;4;3;2;174;0;0;-18.931588;-48.274726;755;0
Venda;Residencial;casa;4;2;3;222;0;5;-18.93026;-48.231692;0;545443
Aluguel;Residencial;apartamento;2;1;2;92;0;5;-18.954881;-48.30231;1981;0
Aluguel;Comercial;loja;0;2;2;243;1;0;-18.901331;-48.29061;1369;0
Aluguel;Comercial;galpão;0;1;3;130;1;2;-18.921249;-48.269121;1885;0
Aluguel;Comercial;loja;0;3;4;107;0;6;-18.952099;-48.22009;840;0
Venda;Residencial;casa de condomínio;3;3;4;221;1;3;-18.897266;-48.247012;0;456701
Aluguel;Residencial;casa;4;1;4;243;0;7;-18.918638;-48.271192;2821;0
Aluguel;Comercial;loja;0;2;3;89;1;9;-18.93661;-48.285818;1625;0
Aluguel;Comercial;sala comercial;0;2;4;223;0;2;-18.888723;-48.245947;1941;0
Aluguel;Comercial;sala comercial;0;1;3;181;0;3;-18.935764;-48.255533;2739;0
Venda;Residencial;apartamento;2;1;2;132;1;8;-18.934143;-48.222852;0;465393
Aluguel;Comercial;sala comercial;0;2;2;185;1;4;-18.913682;-48.307005;1026;0
Venda;Residencial;apartamento;3;1;3;182;0;1;-18.933429;-48.29693;0;594621
Venda;Comercial;galpão;0;3;3;99;0;10;-18.935066;-48.219416;0;748123
Aluguel;Comercial;sala comercial;0;2;1;103;0;3;-18.96306;-48.328257;699;0
Aluguel;Comercial;galpão;0;2;4;179;1;1;-18.958361;-48.246278;1388;0
Aluguel;Comercial;galpão;0;2;4;242;1;1;-18.96516;-48.330044;2462;0
Venda;Residencial;casa de condomínio;1;1;4;110;1;1;-18.915298;-48.323842;0;156066
Aluguel;Residencial;casa de condomínio;1;2;1;102;0;1;-18.962355;-48.315651;1985;0
Venda;Residencial;apartamento;1;1;2;157;1;1;-18.895931;-48.24883;0;241284
Venda;Residencial;casa de condomínio;4;3;4;182;0;1;-18.904915;-48.267114;0;280528
Aluguel;Comercial;galpão;0;1;2;234;0;5;-18.892357;-48.271279;1564;0
Venda;Residencial;casa de condomínio;1;1;2;213;0;2;-18.892123;-48.249987;0;157172
Aluguel;Comercial;loja;0;1;2;114;0;5;-18.943549;-48.281512;1993;0
Venda;Residencial;casa;1;2;1;154;1;10;-18.894617;-48.297493;0;251112
Venda;Comercial;loja;0;3;2;241;1;2;-18.908934;-48.283669;0;228025
Venda;Residencial;casa;2;1;2;96;1;10;-18.909352;-48.321511;0;427606
Venda;Residencial;apartamento;1;2;2;224;1;5;-18.926027;-48.27181;0;491348
Aluguel;Comercial;loja;0;3;1;212;0;4;-18.966817;-48.235692;1586;0
Aluguel;Residencial;casa;4;1;4;198;1;7;-18.958254;-48.219767;2642;0
Venda;Comercial;loja;0;1;4;143;1;10;-18.957295;-48.234674;0;290164
Aluguel;Comercial;sala comercial;0;1;3;177;0;2;-18.960973;-48.279993;2250;0
Venda;Comercial;sala comercial;0;1;1;103;0;5;-18.922663;-48.223516;0;495070
Aluguel;Residencial;casa;2;1;1;132;1;0;-18.901662;-48.248902;1901;0
Venda;Residencial;casa de condomínio;1;1;4;165;0;4;-18.906993;-48.254166;0;502292
Venda;Residencial;apartamento;1;2;4;195;1;0;-18.966069;-48.267525;0;532440
Venda;Residencial;casa;3;3;4;118;0;9;-18.936836;-48.306936;0;666694
Venda;Comercial;loja;0;1;3;149;0;9;-18.949413;-48.235337;0;506224
Aluguel;Residencial;casa;1;2;2;151;1;7;-18.965279;-48.275122;1359;0
Venda;Comercial;galpão;0;2;2;143;1;10;-18.90815;-48.304091;0;690958
Aluguel;Comercial;sala comercial;0;3;4;111;0;6;-18.962425;-48.297015;2511;0
Venda;Comercial;galpão;0;3;4;142;0;6;-18.943836;-48.223976;0;170721
Aluguel;Residencial;apartamento;1;1;2;133;0;4;-18.889086;-48.325679;1763;0
Venda;Residencial;apartamento;3;3;4;199;1;2;-18.946582;-48.255852;0;236202
Aluguel;Comercial;sala comercial;0;2;2;158;1;9;-18.94751;-48.327165;1682;0
Aluguel;Residencial;apartamento;2;3;4;206;0;8;-18.940237;-48.32903;2802;0
Venda;Residencial;apartamento;3;1;4;201;0;4;-18.918583;-48.259675;0;211359
Aluguel;Comercial;galpão;0;3;3;223;0;8;-18.95485;-48.285625;2823;0
Venda;Comercial;sala comercial;0;3;3;245;0;1;-18.925543;-48.230556;0;756504
Aluguel;Comercial;loja;0;2;3;199;1;1;-18.909395;-48.253284;1566;0
Venda;Comercial;galpão;0;2;4;163;1;0;-18.941913;-48.290752;0;305599
Venda;Comercial;sala comercial;0;2;4;124;1;6;-18.930391;-48.286915;0;694294
Venda;Residencial;apartamento;2;1;1;170;1;2;-18.947827;-48.328546;0;233287
Venda;Comercial;galpão;0;2;2;147;0;10;-18.927654;-48.244275;0;456910
Aluguel;Comercial;loja;0;1;1;151;0;4;-18.948204;-48.283949;2606;0
Aluguel;Residencial;apartamento;3;1;1;211;0;9;-18.93891;-48.309104;1948;0
Aluguel;Residencial;casa;3;2;4;168;1;7;-18.922925;-48.282075;2416;0
Aluguel;Comercial;loja;0;3;2;168;1;2;-18.914044;-48.313845;2105;0
Aluguel;Comercial;loja;0;2;4;246;1;10;-18.913448;-48.319358;874;0
Aluguel;Comercial;loja;0;2;4;210;1;1;-18.958789;-48.241998;2393;0
Venda;Residencial;casa;2;1;4;220;1;9;-18.930861;-48.305896;0;400430
Venda;Residencial;casa;3;1;2;180;1;0;-18.958286;-48.310358;0;539658
Venda;Comercial;loja;0;2;1;125;1;10;-18.895976;-48.297594;0;729942
Venda;Comercial;sala comercial;0;1;3;135;1;9;-18.934167;-48.331742;0;789504
Venda;Comercial;galpão;0;1;3;182;1;1;-18.953695;-48.252947;0;168364
Aluguel;Residencial;apartamento;4;2;1;115;0;2;-18.947351;-48.246702;2272;0
Aluguel;Residencial;casa;4;2;2;160;1;3;-18.942945;-48.287263;1639;0
Aluguel;Comercial;galpão;0;3;4;171;1;10;-18.894335;-48.232276;1724;0
Venda;Residencial;apartamento;4;3;3;122;0;10;-18.960763;-48.27658;0;690344
Venda;Residencial;casa;3;2;2;158;1;9;-18.937012;-48.222416;0;120229
Venda;Comercial;loja;0;3;4;216;1;8;-18.965408;-48.308583;0;741144
Venda;Comercial;loja;0;1;2;215;1;0;-18.914043;-48.262897;0;706831
Aluguel;Residencial;casa de condomínio;4;3;2;214;0;1;-18.889587;-48.243362;2768;0
Aluguel;Residencial;casa;1;2;4;124;0;2;-18.924944;-48.276761;2002;0
Venda;Residencial;casa de condomínio;4;2;1;215;1;10;-18.952453;-48.281225;0;182240
Venda;Residencial;apartamento;4;1;1;95;0;3;-18.941916;-48.323479;0;370948
Venda;Residencial;casa;3;3;3;188;0;9;-18.932949;-48.224242;0;643493
Aluguel;Residencial;casa de condomínio;1;3;1;105;0;4;-18.93002;-48.301413;2943;0
Aluguel;Residencial;casa;4;2;2;122;1;3;-18.913168;-48.257622;2651;0
Venda;Residencial;casa;1;3;3;196;0;3;-18.935075;-48.304234;0;687424
Aluguel;Residencial;casa;4;1;1;121;1;6;-18.926692;-48.22979;1682;0
Aluguel;Comercial;galpão;0;1;2;243;0;9;-18.906964;-48.223993;2709;0
Venda;Residencial;casa;3;2;4;247;0;1;-18.929342;-48.279026;0;605315
Venda;Comercial;sala comercial;0;1;1;93;0;10;-18.923811;-48.243211;0;756948
Aluguel;Residencial;casa;4;3;4;124;1;1;-18.953846;-48.217507;2204;0
Aluguel;Residencial;casa de condomínio;1;1;1;244;1;5;-18.936753;-48.264822;2874;0
Venda;Residencial;casa de condomínio;3;3;3;146;1;0;-18.955611;-48.266246;0;419107
Venda;Residencial;casa;3;3;3;120;1;5;-18.946847;-48.252694;0;672034
Venda;Residencial;apartamento;3;3;1;172;1;5;-18.913167;-48.273792;0;253101
Aluguel;Comercial;sala comercial;0;2;1;188;0;10;-18.891591;-48.288183;1714;0
Venda;Comercial;sala comercial;0;3;4;214;1;6;-18.920148;-48.327288;0;605405
Aluguel;Comercial;sala comercial;0;3;1;101;1;2;-18.923893;-48.293642;874;0
Venda;Residencial;casa;4;3;2;182;0;3;-18.949434;-48.290354;0;374440
Aluguel;Comercial;loja;0;2;4;199;1;10;-18.890005;-48.285187;2058;0
Aluguel;Comercial;galpão;0;3;1;151;1;1;-18.958007;-48.227787;2522;0
Aluguel;Residencial;apartamento;4;2;3;229;1;2;-18.937141;-48.320306;1030;0
Venda;Comercial;sala comercial;0;1;3;141;0;6;-18.92918;-48.325025;0;439124
Aluguel;Comercial;loja;0;1;3;157;1;2;-18.890756;-48.327188;738;0
Aluguel;Comercial;sala comercial;0;2;4;180;1;5;-18.962601;-48.222083;2895;0
Aluguel;Comercial;sala comercial;0;3;2;105;1;0;-18.941497;-48.293422;2147;0
Venda;Residencial;apartamento;1;1;4;182;0;0;-18.938454;-48.23321;0;582451
Venda;Comercial;loja;0;3;1;107;0;4;-18.943042;-48.30442;0;414364
Aluguel;Comercial;galpão;0;2;1;144;1;7;-18.916623;-48.319078;730;0
Aluguel;Residencial;casa de condomínio;2;1;4;222;0;2;-18.96553;-48.227072;1983;0
Aluguel;Residencial;casa;1;1;4;238;1;4;-18.899128;-48.314843;1984;0
Venda;Residencial;casa de condomínio;1;3;4;140;0;2;-18.907706;-48.296587;0;401438
Aluguel;Comercial;galpão;0;1;4;239;0;8;-18.905384;-48.330567;2540;0
Venda;Comercial;loja;0;2;4;151;1;5;-18.889918;-48.31792;0;586056
Venda;Residencial;casa;1;3;1;115;0;4;-18.962559;-48.330882;0;516809
Aluguel;Residencial;casa de condomínio;2;2;2;158;1;7;-18.96154;-48.25636;1533;0
Aluguel;Residencial;casa de condomínio;2;1;1;148;1;1;-18.916409;-48.220865;846;0
Venda;Residencial;casa;3;3;2;95;0;5;-18.933734;-48.321311;0;743388
Aluguel;Comercial;galpão;0;2;3;110;1;2;-18.959055;-48.27641;1404;0
Aluguel;Comercial;loja;0;2;4;138;0;5;-18.932585;-48.316104;1625;0
Venda;Comercial;galpão;0;2;4;202;1;1;-18.896173;-48.224957;0;447190
Venda;Residencial;apartamento;2;3;2;236;0;8;-18.935586;-48.272474;0;744276
Aluguel;Comercial;galpão;0;1;2;248;1;8;-18.93207;-48.304288;1293;0
Aluguel;Comercial;galpão;0;3;3;104;0;7;-18.890712;-48.293519;1479;0
Venda;Comercial;loja;0;2;3;155;1;5;-18.905785;-48.239805;0;508526
Venda;Comercial;loja;0;2;3;118;0;1;-18.919459;-48.277681;0;168409
Venda;Comercial;galpão;0;3;4;158;0;1;-18.917359;-48.233116;0;259395
Aluguel;Residencial;casa de condomínio;1;2;2;246;1;9;-18.921683;-48.22657;2703;0
Venda;Comercial;loja;0;1;1;103;0;9;-18.913475;-48.27507;0;184872
Aluguel;Residencial;apartamento;3;1;2;219;0;10;-18.889209;-48.231405;1988;0
Venda;Comercial;sala comercial;0;2;3;208;1;8;-18.935311;-48.320776;0;561595
Aluguel;Comercial;sala comercial;0;2;3;242;1;9;-18.904675;-48.285405;1014;0
Venda;Comercial;galpão;0;2;3;99;1;1;-18.913208;-48.316403;0;348662
Aluguel;Comercial;galpão;0;1;1;248;1;8;-18.928211;-48.258248;701;0
Venda;Residencial;casa de condomínio;1;3;1;186;0;8;-18.901332;-48.255249;0;466184
Venda;Comercial;loja;0;2;1;115;0;0;-18.901373;-48.262257;0;303006
Aluguel;Comercial;galpão;0;2;3;167;0;6;-18.964558;-48.246224;2548;0
Aluguel;Comercial;sala comercial;0;2;2;96;1;1;-18.88871;-48.281391;2443;0
Venda;Comercial;loja;0;3;3;100;0;10;-18.901631;-48.264818;0;242600
Aluguel;Comercial;loja;0;3;3;246;0;2;-18.906111;-48.222361;1107;0
Venda;Comercial;loja;0;2;1;220;0;6;-18.889173;-48.271482;0;568723
Venda;Residencial;casa de condomínio;4;2;3;232;0;8;-18.948199;-48.271433;0;622385
Aluguel;Comercial;galpão;0;2;3;84;0;8;-18.90331;-48.270534;1736;0
Aluguel;Comercial;galpão;0;1;1;82;1;6;-18.889221;-48.296588;1019;0
Aluguel;Residencial;apartamento;4;1;2;130;0;0;-18.917603;-48.32418;2219;0
Aluguel;Comercial;loja;0;2;4;204;0;10;-18.920333;-48.253451;2630;0
Aluguel;Comercial;sala comercial;0;3;4;119;1;7;-18.93842;-48.321925;1970;0
Venda;Comercial;loja;0;3;4;119;1;1;-18.956848;-48.217218;0;656210
Venda;Comercial;sala comercial;0;2;4;207;1;0;-18.952286;-48.280907;0;130759
Aluguel;Residencial;apartamento;1;3;2;116;0;6;-18.887764;-48.228289;754;0
Venda;Residencial;casa;2;3;4;234;1;6;-18.910404;-48.261411;0;336577
Aluguel;Comercial;sala comercial;0;3;3;123;1;6;-18.911307;-48.222379;737;0
Aluguel;Comercial;galpão;0;1;4;223;0;4;-18.949151;-48.255586;990;0
Aluguel;Residencial;apartamento;1;2;2;101;1;6;-18.965976;-48.317263;1966;0
Aluguel;Comercial;galpão;0;3;4;102;1;0;-18.945455;-48.311724;1429;0
Aluguel;Residencial;apartamento;3;2;3;205;1;7;-18.895907;-48.232186;2705;0
Venda;Comercial;sala comercial;0;1;3;114;0;8;-18.900039;-48.255592;0;789068
Venda;Residencial;casa de condomínio;3;3;2;183;0;4;-18.933972;-48.259971;0;470827
Aluguel;Comercial;loja;0;2;1;239;1;8;-18.910859;-48.22227;1927;0
Venda;Comercial;galpão;0;3;2;185;0;5;-18.938501;-48.228754;0;258118
Aluguel;Residencial;casa de condomínio;3;2;4;208;0;0;-18.96176;-48.332347;2887;0
Aluguel;Comercial;sala comercial;0;2;4;123;1;6;-18.918379;-48.292033;2697;0
Venda;Comercial;loja;0;3;3;149;1;8;-18.937708;-48.300658;0;168071
Venda;Comercial;galpão;0;2;1;156;0;5;-18.949373;-48.246359;0;320878
Venda;Comercial;sala comercial;0;3;4;138;1;7;-18.951885;-48.309747;0;727660
Aluguel;Comercial;loja;0;2;4;197;0;1;-18.900242;-48.266063;2491;0
Venda;Residencial;casa;3;3;3;228;1;5;-18.948486;-48.310907;0;515611
Aluguel;Residencial;casa de condomínio;2;1;2;245;1;0;-18.902329;-48.219654;880;0
Venda;Residencial;casa de condomínio;3;2;2;140;1;9;-18.934731;-48.275445;0;436975
Aluguel;Residencial;casa;4;2;2;216;1;1;-18.89306;-48.243392;1580;0
Venda;Residencial;apartamento;4;2;1;103;1;1;-18.886764;-48.327819;0;522177
Aluguel;Comercial;loja;0;2;2;144;1;9;-18.916433;-48.22344;2896;0
Venda;Residencial;apartamento;2;1;4;112;0;6;-18.911971;-48.255265;0;652630
Aluguel;Residencial;apartamento;2;1;2;174;0;10;-18.931325;-48.248387;2812;0
Venda;Residencial;casa de condomínio;2;2;4;213;0;10;-18.907089;-48.322799;0;153869
Venda;Residencial;apartamento;4;1;3;97;1;10;-18.92991;-48.238086;0;220596
Aluguel;Comercial;galpão;0;1;3;157;0;1;-18.960468;-48.217656;948;0
Aluguel;Residencial;apartamento;4;3;3;184;0;3;-18.900848;-48.31797;711;0
Venda;Comercial;galpão;0;2;2;132;1;8;-18.925668;-48.222046;0;500670
Aluguel;Residencial;casa;2;1;3;222;1;1;-18.887922;-48.257378;1872;0
Venda;Comercial;sala comercial;0;1;1;143;0;10;-18.94377;-48.21897;0;270639
Aluguel;Comercial;loja;0;3;1;212;0;9;-18.928635;-48.245594;1476;0
Venda;Comercial;loja;0;2;2;106;0;0;-18.943769;-48.223812;0;556310
Aluguel;Residencial;apartamento;3;1;4;138;1;7;-18.884031;-48.318004;1452;0
Venda;Comercial;sala comercial;0;2;3;203;0;1;-18.958069;-48.226428;0;797772
Venda;Comercial;loja;0;1;2;106;1;5;-18.940238;-48.279517;0;682746
Aluguel;Residencial;casa de condomínio;1;1;2;133;0;6;-18.909002;-48.260929;2025;0
Aluguel;Comercial;sala comercial;0;2;2;182;0;1;-18.888318;-48.23265;1445;0
Aluguel;Comercial;loja;0;2;4;115;1;10;-18.966919;-48.322166;1608;0
Venda;Comercial;loja;0;1;4;147;0;4;-18.926269;-48.281821;0;120442
Venda;Comercial;loja;0;1;4;101;0;10;-18.902876;-48.221017;0;272148
Aluguel;Comercial;galpão;0;1;1;144;1;5;-18.930534;-48.261531;1441;0
Aluguel;Residencial;casa;2;1;4;82;0;9;-18.919603;-48.266595;2469;0
Venda;Residencial;apartamento;1;3;3;120;1;3;-18.933827;-48.290876;0;380528
Aluguel;Residencial;apartamento;3;1;2;170;1;9;-18.954589;-48.239037;2384;0
Venda;Comercial;sala comercial;0;3;2;132;1;7;-18.943515;-48.272773;0;423417
Aluguel;Residencial;casa;1;1;4;183;1;3;-18.891743;-48.252415;2840;0
Aluguel;Comercial;galpão;0;2;2;166;0;6;-18.928213;-48.26819;1461;0
Aluguel;Comercial;galpão;0;3;3;184;0;3;-18.895685;-48.25846;1217;0
Venda;Comercial;galpão;0;1;1;114;0;4;-18.963683;-48.315779;0;350979
Venda;Residencial;apartamento;4;2;3;242;0;9;-18.919209;-48.219378;0;678958
Aluguel;Comercial;galpão;0;1;1;88;0;8;-18.895159;-48.314328;1525;0
Aluguel;Comercial;sala comercial;0;2;4;163;1;0;-18.886925;-48.301226;2015;0
Aluguel;Residencial;apartamento;2;3;2;134;0;2;-18.963807;-48.304696;2819;0
Aluguel;Residencial;apartamento;1;1;4;119;0;3;-18.924433;-48.317917;1209;0
Venda;Residencial;casa de condomínio;1;2;4;160;0;10;-18.902758;-48.298099;0;579039
Venda;Residencial;casa de condomínio;4;2;1;111;1;8;-18.904627;-48.275878;0;551416
Venda;Comercial;loja;0;3;4;124;1;6;-18.916122;-48.292769;0;359891
Aluguel;Comercial;galpão;0;2;1;142;1;6;-18.898663;-48.268807;816;0
Aluguel;Comercial;sala comercial;0;2;3;144;0;7;-18.929215;-48.273395;978;0
Aluguel;Residencial;casa de condomínio;3;1;1;138;0;5;-18.890118;-48.285021;1625;0
Venda;Residencial;casa;3;3;3;241;1;7;-18.890999;-48.290249;0;733581
Venda;Comercial;loja;0;3;4;180;0;10;-18.902653;-48.265629;0;160453
Venda;Comercial;sala comercial;0;3;4;245;0;0;-18.938041;-48.244374;0;145900
Aluguel;Residencial;casa de condomínio;2;1;1;116;1;10;-18.903333;-48.221107;2238;0
Venda;Comercial;galpão;0;2;1;104;0;9;-18.91526;-48.261708;0;426933
Venda;Residencial;apartamento;3;1;1;147;1;8;-18.926753;-48.312022;0;594299
Venda;Residencial;apartamento;1;1;4;194;1;7;-18.909374;-48.292761;0;620941
Venda;Comercial;loja;0;3;4;140;0;2;-18.960292;-48.274813;0;431698
Aluguel;Residencial;apartamento;2;1;4;133;1;8;-18.900519;-48.311327;2504;0
Aluguel;Comercial;galpão;0;2;4;209;1;1;-18.955649;-48.223432;2425;0
Aluguel;Residencial;casa;1;2;2;141;0;1;-18.901292;-48.308601;2306;0
Aluguel;Comercial;sala comercial;0;3;1;249;1;0;-18.922482;-48.31062;2532;0
Venda;Residencial;apartamento;4;3;4;209;1;4;-18.907432;-48.225542;0;722364
Aluguel;Comercial;loja;0;3;3;221;0;7;-18.950611;-48.261098;1859;0
Aluguel;Comercial;sala comercial;0;3;3;147;1;1;-18.900963;-48.285854;1690;0
Venda;Residencial;casa de condomínio;3;2;3;220;1;5;-18.890741;-48.297566;0;609482
Venda;Comercial;galpão;0;3;1;250;0;4;-18.922952;-48.312136;0;585012
Aluguel;Comercial;sala comercial;0;3;4;112;1;3;-18.94212;-48.228279;2428;0
Aluguel;Residencial;casa;1;3;3;242;0;0;-18.905042;-48.329354;2112;0
Venda;Residencial;casa;3;1;1;222;1;0;-18.967058;-48.315836;0;677290
Venda;Residencial;casa;3;3;3;189;0;10;-18.941564;-48.306207;0;424187
Venda;Residencial;casa;3;3;4;169;0;10;-18.917511;-48.28391;0;486422
Venda;Residencial;casa;1;3;1;218;0;6;-18.953722;-48.287279;0;233039
Aluguel;Residencial;casa;1;1;1;90;1;10;-18.923175;-48.246194;1805;0
Venda;Residencial;apartamento;1;1;3;107;1;10;-18.917358;-48.235515;0;531638
Aluguel;Residencial;casa de condomínio;2;3;4;84;1;10;-18.93578;-48.271926;1069;0
Aluguel;Comercial;sala comercial;0;2;4;176;0;4;-18.901626;-48.283855;1679;0
Venda;Residencial;casa;4;1;4;193;0;3;-18.965693;-48.27905;0;377585
Venda;Comercial;galpão;0;3;1;226;0;4;-18.908923;-48.218928;0;266583
Venda;Comercial;loja;0;3;4;167;1;0;-18.944951;-48.316853;0;406985
Aluguel;Residencial;apartamento;4;2;1;140;0;4;-18.937926;-48.221542;1237;0
Aluguel;Residencial;casa de condomínio;2;2;1;165;1;5;-18.896933;-48.326402;1414;0
Aluguel;Comercial;loja;0;2;4;200;1;1;-18.944381;-48.266591;2412;0
Aluguel;Residencial;casa de condomínio;2;2;1;123;0;8;-18.953688;-48.283315;1706;0
Aluguel;Comercial;sala comercial;0;1;3;148;0;0;-18.917589;-48.226277;1879;0
Venda;Comercial;loja;0;2;3;243;0;3;-18.965026;-48.258842;0;645359
Venda;Residencial;apartamento;1;2;4;82;0;10;-18.902025;-48.23965;0;776831
Aluguel;Residencial;casa;1;1;2;137;0;9;-18.926366;-48.263541;2476;0
Venda;Residencial;casa de condomínio;2;2;4;186;0;5;-18.884501;-48.324865;0;571154
Venda;Comercial;sala comercial;0;1;3;136;0;7;-18.934105;-48.253058;0;141823
Aluguel;Comercial;loja;0;3;2;115;0;1;-18.926874;-48.245985;2714;0
Aluguel;Comercial;sala comercial;0;2;2;177;1;8;-18.948121;-48.237519;2881;0
Venda;Comercial;sala comercial;0;2;4;194;1;0;-18.884051;-48.279259;0;167351
Aluguel;Residencial;apartamento;2;1;3;163;1;4;-18.888214;-48.28318;2475;0
Aluguel;Residencial;casa;2;3;4;102;1;6;-18.933712;-48.250587;2738;0
Aluguel;Residencial;casa de condomínio;2;3;4;249;0;7;-18.936558;-48.243759;1961;0
Aluguel;Residencial;apartamento;1;2;1;157;1;2;-18.922987;-48.283769;1783;0
Venda;Comercial;galpão;0;1;1;137;0;1;-18.958299;-48.319092;0;212937
Venda;Residencial;apartamento;3;2;3;119;0;2;-18.898424;-48.277907;0;137902
Venda;Residencial;casa de condomínio;2;3;1;153;0;6;-18.916466;-48.259144;0;323552
Aluguel;Residencial;casa de condomínio;3;1;2;170;0;2;-18.956989;-48.321503;1474;0
Aluguel;Residencial;apartamento;2;3;3;121;1;3;-18.911326;-48.324887;1262;0
Venda;Comercial;sala comercial;0;2;1;204;1;6;-18.887971;-48.323732;0;335198
Venda;Residencial;casa;2;2;3;100;0;2;-18.904079;-48.227191;0;181506
Venda;Residencial;casa;2;1;3;93;1;5;-18.922203;-48.276608;0;724838
Aluguel;Comercial;loja;0;3;3;139;1;10;-18.960522;-48.309679;2798;0
Venda;Comercial;galpão;0;2;1;215;1;3;-18.928239;-48.255911;0;545087
Venda;Comercial;loja;0;3;4;207;0;6;-18.936547;-48.322578;0;463890
Venda;Residencial;apartamento;3;3;1;147;0;7;-18.935136;-48.24733;0;406715
Aluguel;Residencial;apartamento;3;2;2;216;1;10;-18.94859;-48.263152;2220;0
Aluguel;Residencial;apartamento;2;3;3;195;0;5;-18.922294;-48.230977;2415;0
Venda;Residencial;apartamento;2;2;4;181;1;0;-18.904706;-48.21679;0;794120
Aluguel;Comercial;loja;0;1;4;227;0;10;-18.956696;-48.332083;1426;0
Aluguel;Comercial;sala comercial;0;3;2;240;0;3;-18.963522;-48.234451;2263;0
Aluguel;Comercial;sala comercial;0;3;1;162;1;0;-18.892907;-48.315125;1298;0
Venda;Comercial;loja;0;2;3;190;1;10;-18.919123;-48.300221;0;410774
Venda;Comercial;loja;0;3;4;126;1;4;-18.929486;-48.232421;0;134978
Aluguel;Comercial;sala comercial;0;1;1;200;0;4;-18.918419;-48.295563;1742;0
Venda;Comercial;loja;0;3;3;168;0;10;-18.912078;-48.324794;0;683975
Venda;Residencial;casa;2;1;1;238;0;0;-18.9519;-48.256403;0;136532
Venda;Comercial;sala comercial;0;3;3;223;1;2;-18.888341;-48.265755;0;316931
Venda;Comercial;galpão;0;3;2;120;0;7;-18.959433;-48.332111;0;302112
Aluguel;Comercial;sala comercial;0;2;2;96;0;7;-18.95888;-48.330381;1392;0
Aluguel;Comercial;galpão;0;1;2;189;1;6;-18.888924;-48.280297;1231;0
Venda;Residencial;casa;4;3;3;116;0;10;-18.913922;-48.231883;0;790561
Venda;Residencial;casa;4;3;3;82;1;0;-18.965416;-48.303753;0;518107
Venda;Comercial;galpão;0;2;2;134;0;9;-18.961163;-48.240855;0;346002
Aluguel;Comercial;loja;0;3;1;157;0;8;-18.934424;-48.245052;2994;0
